0 88.7228 1599.43 1599.43
1 44.3614 1599.43 1599.43
2 44.3614 1599.43 1599.43
3 44.3614 1611.76 1611.76
4 44.3614 1653.63 1653.63
5 44.3614 1653.63 1653.63
6 44.3614 1653.63 1653.63
7 44.3614 1653.63 1653.63
8 44.3614 1704.03 1704.03
9 44.3614 1704.03 1704.03
10 44.3614 1704.03 1704.03
11 44.3614 1704.03 1704.03
12 44.3614 1704.03 1704.03
13 44.3614 1704.03 1704.03
14 44.3614 1704.03 1704.03
15 44.3614 1704.03 1704.03
16 44.3614 1704.03 1704.03
17 44.3614 1704.03 1704.03
18 44.3614 1704.03 1697.35
19 44.3614 1704.03 1697.35
20 44.3614 1704.03 1697.35
21 44.3614 1715.95 1715.95
22 44.3614 1715.95 1715.95
23 44.3614 1715.95 1593.83
24 44.3614 1715.95 1601.96
25 44.3614 1715.95 1601.96
26 44.3614 1715.95 1601.96
27 44.3614 1715.95 1601.96
28 44.3614 1715.95 1601.96
29 44.3614 1715.95 1601.96
30 44.3614 1715.95 1655.57
31 44.3614 1715.95 1655.57
32 44.3614 1715.95 1710.69
33 44.3614 1715.95 1710.69
34 44.3614 1715.95 1710.69
35 44.3614 1715.95 1710.69
36 44.3614 1715.95 1710.69
37 44.3614 1715.95 1710.69
38 44.3614 1715.95 1710.69
39 44.3614 1715.95 1710.69
40 44.3614 1715.95 1710.69
41 44.3614 1715.95 1710.69
42 44.3614 1715.95 1710.69
43 44.3614 1715.95 1710.69
44 44.3614 1715.95 1654.66
45 44.3614 1715.95 1654.66
46 44.3614 1715.95 1654.66
47 44.3614 1715.95 1654.66
48 44.3614 1715.95 1678.81
49 44.3614 1715.95 1678.81
50 44.3614 1715.95 1603.51
51 44.3614 1715.95 1603.51
52 44.3614 1715.95 1603.51
53 44.3614 1715.95 1546.58
54 44.3614 1715.95 1570.44
55 44.3614 1715.95 1622.87
56 44.3614 1715.95 1671.27
57 44.3614 1715.95 1651.44
58 44.3614 1715.95 1651.44
59 44.3614 1715.95 1670.1
60 44.3614 1715.95 1670.1
61 44.3614 1715.95 1670.1
62 44.3614 1715.95 1670.1
63 44.3614 1715.95 1670.1
64 44.3614 1715.95 1645.54
65 44.3614 1715.95 1645.54
66 44.3614 1715.95 1645.54
67 44.3614 1715.95 1645.54
68 44.3614 1715.95 1645.54
69 44.3614 1715.95 1645.54
70 44.3614 1715.95 1645.54
71 44.3614 1715.95 1645.54
72 44.3614 1715.95 1645.54
73 44.3614 1715.95 1667.37
74 44.3614 1715.95 1667.37
75 44.3614 1715.95 1667.37
76 44.3614 1715.95 1667.37
77 44.3614 1715.95 1691.74
78 44.3614 1715.95 1691.74
79 44.3614 1715.95 1695.43
80 44.3614 1715.95 1695.43
81 44.3614 1715.95 1695.43
82 44.3614 1735.8 1735.8
83 44.3614 1735.8 1735.8
84 44.3614 1735.8 1735.8
85 44.3614 1735.8 1735.8
86 44.3614 1735.8 1735.8
87 44.3614 1735.8 1735.8
88 44.3614 1735.8 1735.8
89 44.3614 1735.8 1735.8
90 44.3614 1735.8 1735.8
91 44.3614 1735.8 1735.8
92 44.3614 1735.8 1735.8
93 44.3614 1735.8 1735.8
94 44.3614 1741.57 1741.57
95 44.3614 1741.57 1741.57
96 44.3614 1741.57 1741.57
97 44.3614 1741.57 1741.57
98 44.3614 1741.57 1741.57
99 44.3614 1745.12 1745.12
100 44.3614 1756.29 1756.29
101 44.3614 1756.29 1756.29
102 44.3614 1756.29 1756.29
103 44.3614 1756.29 1756.29
104 44.3614 1756.29 1756.29
105 44.3614 1756.29 1756.29
106 44.3614 1756.29 1756.29
107 44.3614 1756.29 1756.29
108 44.3614 1756.29 1717.68
109 44.3614 1756.29 1717.68
110 44.3614 1756.29 1717.68
111 44.3614 1756.29 1717.68
112 44.3614 1756.29 1717.68
113 44.3614 1756.29 1683.49
114 44.3614 1756.29 1679.04
115 44.3614 1756.29 1679.04
116 44.3614 1756.29 1679.04
117 44.3614 1756.29 1706.24
118 44.3614 1756.29 1717.47
119 44.3614 1756.29 1717.47
120 44.3614 1756.29 1717.47
121 44.3614 1756.29 1717.47
122 44.3614 1756.29 1717.47
123 44.3614 1756.29 1717.47
124 44.3614 1756.29 1717.47
125 44.3614 1756.29 1717.47
126 44.3614 1756.29 1716.58
127 44.3614 1756.29 1678.98
128 44.3614 1756.29 1678.98
129 44.3614 1756.29 1678.98
130 44.3614 1756.29 1678.98
131 44.3614 1756.29 1678.98
132 44.3614 1756.29 1598.28
133 44.3614 1756.29 1598.28
134 44.3614 1756.29 1592.99
135 44.3614 1756.29 1598.73
136 44.3614 1756.29 1598.73
137 44.3614 1756.29 1661.83
138 44.3614 1756.29 1661.83
139 44.3614 1756.29 1661.83
140 44.3614 1756.29 1661.83
141 44.3614 1756.29 1661.83
142 44.3614 1756.29 1661.83
143 44.3614 1756.29 1661.83
144 44.3614 1756.29 1678.48
145 44.3614 1756.29 1678.48
146 44.3614 1756.29 1678.48
147 44.3614 1756.29 1640.6
148 44.3614 1756.29 1640.6
149 44.3614 1756.29 1626.96
150 44.3614 1756.29 1636.52
151 44.3614 1756.29 1636.52
152 44.3614 1756.29 1636.52
153 44.3614 1756.29 1634.71
154 44.3614 1756.29 1655.66
155 44.3614 1756.29 1655.66
156 44.3614 1756.29 1655.66
157 44.3614 1756.29 1655.66
158 44.3614 1756.29 1655.66
159 44.3614 1756.29 1655.66
160 44.3614 1756.29 1655.66
161 44.3614 1756.29 1655.66
162 44.3614 1756.29 1655.66
163 44.3614 1756.29 1655.66
164 44.3614 1756.29 1655.66
165 44.3614 1756.29 1655.66
166 44.3614 1756.29 1689.66
167 44.3614 1756.29 1689.01
168 44.3614 1756.29 1699.18
169 44.3614 1756.29 1740.07
170 44.3614 1756.29 1740.07
171 44.3614 1756.29 1740.07
172 44.3614 1756.29 1740.07
173 44.3614 1756.29 1740.07
174 44.3614 1756.29 1740.07
175 44.3614 1756.29 1740.07
176 44.3614 1756.29 1740.07
177 44.3614 1756.29 1740.07
178 44.3614 1756.29 1740.07
179 44.3614 1756.29 1740.07
180 44.3614 1756.29 1740.07
181 44.3614 1756.29 1740.07
182 44.3614 1756.29 1740.07
183 44.3614 1756.29 1740.07
184 44.3614 1756.29 1740.07
185 44.3614 1756.29 1729.71
186 44.3614 1756.29 1729.71
187 44.3614 1756.29 1729.71
188 44.3614 1756.29 1729.71
189 44.3614 1756.29 1729.71
190 44.3614 1756.29 1729.71
191 44.3614 1756.29 1729.71
192 44.3614 1756.29 1722.99
193 44.3614 1756.29 1722.99
194 44.3614 1756.29 1722.99
195 44.3614 1756.29 1722.99
196 44.3614 1756.29 1700.12
197 44.3614 1756.29 1738.87
198 44.3614 1756.29 1738.87
199 44.3614 1756.29 1738.87
200 44.3614 1756.29 1738.87
201 44.3614 1756.29 1738.87
202 44.3614 1756.29 1738.87
203 44.3614 1756.29 1738.87
